rxnID,rxnFormula,LB,UB,note
MAR02546,"5(S)-HEPE [Cytosol] + NADP+ [Cytosol]  <=> 5-oxo-EPE [Cytosol] + H+ [Cytosol] + NADPH [Cytosol] ",-1000,1000,"Original human 1 reaction and default constraints."
MAR02548,"5(S)-HEPE [Peroxisome] + NADP+ [Peroxisome]  <=> 5-oxo-EPE [Peroxisome] + H+ [Peroxisome] + NADPH [Peroxisome] ",-1000,1000,"Original human 1 reaction and default constraints."
MAR02549,"5(S)-HpEPE [Cytosol]  <=> H2O [Cytosol] + leukotriene A5 [Cytosol] ",-1000,1000,"Original human 1 reaction and default constraints."
MAR02550,"H2O [Cytosol] + leukotriene A5 [Cytosol]  -> 5,12-dihydroxy-(6E)-LTB5 [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR02551,"H2O [Cytosol] + leukotriene A5 [Cytosol]  <=> leukotriene B5 [Cytosol] ",-1000,1000,"Original human 1 reaction and default constraints."
MAR02552,"GSH [Cytosol] + leukotriene A5 [Cytosol]  <=> leukotriene C5 [Cytosol] ",-1000,1000,"Original human 1 reaction and default constraints."
MAR02553,"H+ [Cytosol] + leukotriene B5 [Cytosol] + NADPH [Cytosol] + O2 [Cytosol]  -> 20-hydroxy-LTB5 [Cytosol] + H2O [Cytosol] + NADP+ [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR02555,"H+ [Endoplasmic reticulum] + leukotriene B5 [Endoplasmic reticulum] + NADPH [Endoplasmic reticulum] + O2 [Endoplasmic reticulum]  -> 20-hydroxy-LTB5 [Endoplasmic reticulum] + H2O [Endoplasmic reticulum] + NADP+ [Endoplasmic reticulum] ",0,1000,"Original human 1 reaction and default constraints."
MAR02556,"H2O [Cytosol] + leukotriene C5 [Cytosol]  <=> glutamate [Cytosol] + leukotriene D5 [Cytosol] ",-1000,1000,"Original human 1 reaction and default constraints."
MAR02557,"EPA [Cytosol] + O2 [Cytosol]  -> 15(R)-HpEPE [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR02558,"15(R)-HpEPE [Cytosol]  -> 15(S)-HpEPE [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR02559,"15(S)-HEPE [Cytosol] + H2O [Cytosol]  <=> 15(S)-HpEPE [Cytosol] + 2 H+ [Cytosol] ",-1000,1000,"Original human 1 reaction and default constraints."
MAR02560,"15(R)-HEPE [Cytosol] + H2O [Cytosol]  <=> 15(R)-HpEPE [Cytosol] + 2 H+ [Cytosol] ",-1000,1000,"Original human 1 reaction and default constraints."
MAR02561,"15(R)-HEPE [Cytosol] + O2 [Cytosol]  -> 5(S),6(S)-epoxy-15(R)-HEPE [Cytosol] + H2O [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR02562,"5(S),6(S)-epoxy-15(R)-HEPE [Cytosol] + H2O [Cytosol]  -> 15-epi-lipoxin B5 [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR02563,"5(S),6(S)-epoxy-15(R)-HEPE [Cytosol] + H2O [Cytosol]  -> 15-epi-lipoxin A5 [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR02565,"EPA [Nucleus] + O2 [Nucleus]  -> 5(S)-HpEPE [Nucleus] ",0,1000,"Original human 1 reaction and default constraints."
MAR02566,"EPA [Nucleus] + O2 [Nucleus]  -> 15(R)-HpEPE [Nucleus] ",0,1000,"Original human 1 reaction and default constraints."
MAR02567,"15(R)-HEPE [Nucleus] + H2O [Nucleus]  <=> 15(R)-HpEPE [Nucleus] + 2 H+ [Nucleus] ",-1000,1000,"Original human 1 reaction and default constraints."
MAR02568,"15(R)-HEPE [Nucleus] + O2 [Nucleus]  -> 5(S),6(S)-epoxy-15(R)-HEPE [Nucleus] + H2O [Nucleus] ",0,1000,"Original human 1 reaction and default constraints."
MAR02570,"EPA [Endoplasmic reticulum] + O2 [Endoplasmic reticulum]  -> 15(R)-HpEPE [Endoplasmic reticulum] ",0,1000,"Original human 1 reaction and default constraints."
MAR02571,"15(R)-HEPE [Endoplasmic reticulum] + H2O [Endoplasmic reticulum]  <=> 15(R)-HpEPE [Endoplasmic reticulum] + 2 H+ [Endoplasmic reticulum] ",-1000,1000,"Original human 1 reaction and default constraints."
MAR02572,"15(R)-HEPE [Endoplasmic reticulum] + O2 [Endoplasmic reticulum]  -> 5(S),6(S)-epoxy-15(R)-HEPE [Endoplasmic reticulum] + H2O [Endoplasmic reticulum] ",0,1000,"Original human 1 reaction and default constraints."
MAR02573,"5(S),6(S)-epoxy-15(R)-HEPE [Endoplasmic reticulum] + H2O [Endoplasmic reticulum]  -> 15-epi-lipoxin A5 [Endoplasmic reticulum] ",0,1000,"Original human 1 reaction and default constraints."
MAR02574,"5(S),6(S)-epoxy-15(R)-HEPE [Endoplasmic reticulum] + H2O [Endoplasmic reticulum]  -> 15-epi-lipoxin B5 [Endoplasmic reticulum] ",0,1000,"Original human 1 reaction and default constraints."
MAR02576,"EPA [Peroxisome] + O2 [Peroxisome]  -> 15(R)-HpEPE [Peroxisome] ",0,1000,"Original human 1 reaction and default constraints."
MAR02577,"15(R)-HEPE [Peroxisome] + H2O [Peroxisome]  <=> 15(R)-HpEPE [Peroxisome] + 2 H+ [Peroxisome] ",-1000,1000,"Original human 1 reaction and default constraints."
MAR02578,"15(R)-HEPE [Peroxisome] + O2 [Peroxisome]  -> 5(S),6(S)-epoxy-15(R)-HEPE [Peroxisome] + H2O [Peroxisome] ",0,1000,"Original human 1 reaction and default constraints."
MAR02579,"5(S),6(S)-epoxy-15(R)-HEPE [Peroxisome] + H2O [Peroxisome]  -> 15-epi-lipoxin A5 [Peroxisome] ",0,1000,"Original human 1 reaction and default constraints."
MAR02580,"5(S),6(S)-epoxy-15(R)-HEPE [Peroxisome] + H2O [Peroxisome]  -> 15-epi-lipoxin B5 [Peroxisome] ",0,1000,"Original human 1 reaction and default constraints."
MAR02581,"EPA [Cytosol] + H+ [Cytosol] + NADPH [Cytosol] + 2 O2 [Cytosol]  -> H2O [Cytosol] + NADP+ [Cytosol] + PGH3 [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR02582,"EPA [Nucleus] + H+ [Nucleus] + NADPH [Nucleus] + 2 O2 [Nucleus]  -> H2O [Nucleus] + NADP+ [Nucleus] + PGH3 [Nucleus] ",0,1000,"Original human 1 reaction and default constraints."
MAR02583,"PGH3 [Cytosol]  <=> prostaglandin E3 [Cytosol] ",-1000,1000,"Original human 1 reaction and default constraints."
MAR02584,"PGH3 [Nucleus]  <=> prostaglandin E3 [Nucleus] ",-1000,1000,"Original human 1 reaction and default constraints."
MAR02586,"(18R)-HEPE [Cytosol] + O2 [Cytosol]  -> 5,6-epoxy,(18R)-HEPE [Cytosol] + H2O [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR02587,"5,12,18R-TriHEPE [Cytosol]  <=> 5,6-epoxy,(18R)-HEPE [Cytosol] + H2O [Cytosol] ",-1000,1000,"Original human 1 reaction and default constraints."
MAR02368,"H+ [Cytosol] + linoleoyl-CoA [Cytosol] + NADPH [Cytosol] + O2 [Cytosol]  -> gamma-linolenoyl-CoA [Cytosol] + 2 H2O [Cytosol] + NADP+ [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR02371,"gamma-linolenoyl-CoA [Cytosol] + H+ [Cytosol] + malonyl-CoA [Cytosol]  -> 3-oxo-dihomo-gamma-linolenoyl-CoA [Cytosol] + CO2 [Cytosol] + CoA [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR02374,"3-oxo-dihomo-gamma-linolenoyl-CoA [Cytosol] + H+ [Cytosol] + NADPH [Cytosol]  -> 3(S)-hydroxy-dihomo-gamma-linolenoyl-CoA [Cytosol] + NADP+ [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR02376,"3(S)-hydroxy-dihomo-gamma-linolenoyl-CoA [Cytosol]  -> H2O [Cytosol] + trans-2-cis,cis,cis-8,11,14-eicosatetraenoyl-CoA [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR02378,"H+ [Cytosol] + NADPH [Cytosol] + trans-2-cis,cis,cis-8,11,14-eicosatetraenoyl-CoA [Cytosol]  -> dihomo-gamma-linolenoyl-CoA [Cytosol] + NADP+ [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR02380,"dihomo-gamma-linolenoyl-CoA [Cytosol] + H+ [Cytosol] + NADPH [Cytosol] + O2 [Cytosol]  -> arachidonyl-CoA [Cytosol] + 2 H2O [Cytosol] + NADP+ [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR02383,"arachidonyl-CoA [Cytosol] + H+ [Cytosol] + malonyl-CoA [Cytosol]  -> 3-oxo-docosa-7,10,13,16-all-cis-tetraenoyl-CoA [Cytosol] + CO2 [Cytosol] + CoA [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR02387,"3-oxo-docosa-7,10,13,16-all-cis-tetraenoyl-CoA [Cytosol] + H+ [Cytosol] + NADPH [Cytosol]  -> 3(S)-hydroxy-docosa-7,10,13,16-all-cis-tetraenoyl-CoA [Cytosol] + NADP+ [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR02389,"3(S)-hydroxy-docosa-7,10,13,16-all-cis-tetraenoyl-CoA [Cytosol]  -> (2E,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA [Cytosol] + H2O [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR02391,"(2E,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA [Cytosol] + H+ [Cytosol] + NADPH [Cytosol]  -> (7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA [Cytosol] + NADP+ [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR02393,"(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA [Cytosol] + H+ [Cytosol] + NADPH [Cytosol] + O2 [Cytosol]  -> (4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA [Cytosol] + 2 H2O [Cytosol] + NADP+ [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR02395,"(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA [Cytosol] + H+ [Cytosol] + malonyl-CoA [Cytosol]  -> 3-oxo-tetracosa-9,12,15,18-all-cis-tetraenoyl-CoA [Cytosol] + CO2 [Cytosol] + CoA [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR02397,"3-oxo-tetracosa-9,12,15,18-all-cis-tetraenoyl-CoA [Cytosol] + H+ [Cytosol] + NADPH [Cytosol]  -> 3(S)-hydroxy-tetracosa-12,15,18,21-all-cis-tetraenoyl-CoA [Cytosol] + NADP+ [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR02399,"3(S)-hydroxy-tetracosa-12,15,18,21-all-cis-tetraenoyl-CoA [Cytosol]  -> 2-trans-9,12,15,18-all-cis-tetracosapentaenoyl-CoA [Cytosol] + H2O [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR02401,"2-trans-9,12,15,18-all-cis-tetracosapentaenoyl-CoA [Cytosol] + H+ [Cytosol] + NADPH [Cytosol]  -> (9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA [Cytosol] + NADP+ [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR02403,"(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA [Cytosol] + H+ [Cytosol] + NADPH [Cytosol] + O2 [Cytosol]  -> (6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA [Cytosol] + 2 H2O [Cytosol] + NADP+ [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR02408,"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA [Peroxisome] + FAD [Peroxisome]  -> FADH2 [Peroxisome] + trans-2-all-cis-6,9,12,15,18-tetracosahexaenoyl-CoA [Peroxisome] ",0,1000,"Original human 1 reaction and default constraints."
MAR02409,"H2O [Peroxisome] + trans-2-all-cis-6,9,12,15,18-tetracosahexaenoyl-CoA [Peroxisome]  -> 3(S)-hydroxy-tetracosa-6,9,12,15,18-all-cis-pentaenoyl-CoA [Peroxisome] ",0,1000,"Original human 1 reaction and default constraints."
MAR02410,"3(S)-hydroxy-tetracosa-6,9,12,15,18-all-cis-pentaenoyl-CoA [Peroxisome] + NAD+ [Peroxisome]  -> 3-oxo-all-cis-6,9,12,15,18-tetracosapentaenoyl-CoA [Peroxisome] + H+ [Peroxisome] + NADH [Peroxisome] ",0,1000,"Original human 1 reaction and default constraints."
MAR02411,"3-oxo-all-cis-6,9,12,15,18-tetracosapentaenoyl-CoA [Peroxisome] + CoA [Peroxisome]  -> (4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA [Peroxisome] + acetyl-CoA [Peroxisome] ",0,1000,"Original human 1 reaction and default constraints."
MAR02412,"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA [Cytosol]  <=> (4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA [Peroxisome] ",-1000,1000,"Original human 1 reaction and default constraints."
MAR02415,"dihomo-gamma-linolenoyl-CoA [Cytosol] + H+ [Cytosol] + malonyl-CoA [Cytosol]  -> 3-oxo-docosa-cis,cis,cis-10,13,16-trienoyl-CoA [Cytosol] + CO2 [Cytosol] + CoA [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR02417,"3-oxo-docosa-cis,cis,cis-10,13,16-trienoyl-CoA [Cytosol] + H+ [Cytosol] + NADPH [Cytosol]  -> 3(S)-hydroxy-10,13,16-all-cis-docosatrienoyl-CoA [Cytosol] + NADP+ [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR02419,"3(S)-hydroxy-10,13,16-all-cis-docosatrienoyl-CoA [Cytosol]  -> H2O [Cytosol] + trans,cis,cis,cis-2,10,13,16-docosatetraenoyl-CoA [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR02421,"H+ [Cytosol] + NADPH [Cytosol] + trans,cis,cis,cis-2,10,13,16-docosatetraenoyl-CoA [Cytosol]  -> 10,13,16-docosatrienoyl-CoA [Cytosol] + NADP+ [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR02423,"H+ [Cytosol] + linoleoyl-CoA [Cytosol] + malonyl-CoA [Cytosol]  -> 3-oxoeicosa-cis,cis-11,14-dienoyl-CoA [Cytosol] + CO2 [Cytosol] + CoA [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR02426,"3-oxoeicosa-cis,cis-11,14-dienoyl-CoA [Cytosol] + H+ [Cytosol] + NADPH [Cytosol]  -> (3S)-hydroxy-eicosa-cis,cis-11,14-dienoyl-CoA [Cytosol] + NADP+ [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR02428,"(3S)-hydroxy-eicosa-cis,cis-11,14-dienoyl-CoA [Cytosol]  -> H2O [Cytosol] + trans,cis,cis-2,11,14-eicosatrienoyl-CoA [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR02430,"H+ [Cytosol] + NADPH [Cytosol] + trans,cis,cis-2,11,14-eicosatrienoyl-CoA [Cytosol]  -> (11Z,14Z)-eicosadienoyl-CoA [Cytosol] + NADP+ [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR02433,"(11Z,14Z)-eicosadienoyl-CoA [Cytosol] + H+ [Cytosol] + malonyl-CoA [Cytosol]  -> 3-oxodocasa-cis,cis-13,16-dienoyl-CoA [Cytosol] + CO2 [Cytosol] + CoA [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR02434,"3-oxodocasa-cis,cis-13,16-dienoyl-CoA [Cytosol] + H+ [Cytosol] + NADPH [Cytosol]  -> (3S)-hydroxy-docasa-cis,cis-13,16-dienoyl-CoA [Cytosol] + NADP+ [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR02435,"(3S)-hydroxy-docasa-cis,cis-13,16-dienoyl-CoA [Cytosol]  -> H2O [Cytosol] + trans,cis,cis-2,13,16-docasatrienoyl-CoA [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR02436,"H+ [Cytosol] + NADPH [Cytosol] + trans,cis,cis-2,13,16-docasatrienoyl-CoA [Cytosol]  -> (13Z,16Z)-docosadienoyl-CoA [Cytosol] + NADP+ [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR03444,"arachidonyl-CoA [Mitochondria] + FAD [Mitochondria]  -> 2-trans-cis,cis,cis,cis-4,8,11,14-eicosapentaenoyl-CoA [Mitochondria] + FADH2 [Mitochondria] ",0,1000,"Original human 1 reaction and default constraints."
MAR03445,"2-trans-cis,cis,cis,cis-4,8,11,14-eicosapentaenoyl-CoA [Mitochondria]  -> trans-3-cis-5,8,11,14-eicosapentaenoyl-CoA [Mitochondria] ",0,1000,"Original human 1 reaction and default constraints."
MAR03446,"2-trans-cis,cis,cis,cis-4,8,11,14-eicosapentaenoyl-CoA [Mitochondria] + H+ [Mitochondria] + NADPH [Mitochondria]  -> NADP+ [Mitochondria] + trans-3-cis-8,11,14-eicosatetraenoyl-CoA [Mitochondria] ",0,1000,"Original human 1 reaction and default constraints."
MAR03447,"trans-3-cis-8,11,14-eicosatetraenoyl-CoA [Mitochondria]  -> trans-2-cis,cis,cis-8,11,14-eicosatetraenoyl-CoA [Mitochondria] ",0,1000,"Original human 1 reaction and default constraints."
MAR03448,"dihomo-gamma-linolenoyl-CoA [Mitochondria] + FAD [Mitochondria]  -> FADH2 [Mitochondria] + trans-2-cis,cis,cis-8,11,14-eicosatetraenoyl-CoA [Mitochondria] ",0,1000,"Original human 1 reaction and default constraints."
MAR03449,"H2O [Mitochondria] + trans-2-cis,cis,cis-8,11,14-eicosatetraenoyl-CoA [Mitochondria]  -> 3(S)-hydroxy-dihomo-gamma-linolenoyl-CoA [Mitochondria] ",0,1000,"Original human 1 reaction and default constraints."
MAR03450,"3(S)-hydroxy-dihomo-gamma-linolenoyl-CoA [Mitochondria] + NAD+ [Mitochondria]  -> 3-oxo-dihomo-gamma-linolenoyl-CoA [Mitochondria] + H+ [Mitochondria] + NADH [Mitochondria] ",0,1000,"Original human 1 reaction and default constraints."
MAR03452,"FAD [Mitochondria] + gamma-linolenoyl-CoA [Mitochondria]  -> (2E,6Z,9Z,12Z)-octadecatetraenoyl-CoA [Mitochondria] + FADH2 [Mitochondria] ",0,1000,"Original human 1 reaction and default constraints."
MAR03453,"(2E,6Z,9Z,12Z)-octadecatetraenoyl-CoA [Mitochondria] + H2O [Mitochondria]  -> 3(S)-hydroxy-(6Z,9Z,12Z)-octadecatrienoyl-CoA [Mitochondria] ",0,1000,"Original human 1 reaction and default constraints."
MAR03454,"3(S)-hydroxy-(6Z,9Z,12Z)-octadecatrienoyl-CoA [Mitochondria] + NAD+ [Mitochondria]  <=> 3-oxo-(6Z,9Z,12Z)-octadecatrienoyl-CoA [Mitochondria] + H+ [Mitochondria] + NADH [Mitochondria] ",-1000,1000,"Original human 1 reaction and default constraints."
MAR03455,"(4Z,7Z,10Z)-hexadecatrienoyl-CoA [Mitochondria] + acetyl-CoA [Mitochondria]  <=> 3-oxo-(6Z,9Z,12Z)-octadecatrienoyl-CoA [Mitochondria] + CoA [Mitochondria] ",-1000,1000,"Original human 1 reaction and default constraints."
MAR03456,"(4Z,7Z,10Z)-hexadecatrienoyl-CoA [Mitochondria] + O2 [Mitochondria]  -> (2E,4Z,7Z,10Z)-hexadecatetraenoyl-CoA [Mitochondria] + H2O2 [Mitochondria] ",0,1000,"Original human 1 reaction and default constraints."
MAR03457,"(2E,4Z,7Z,10Z)-hexadecatetraenoyl-CoA [Mitochondria] + H+ [Mitochondria] + NADPH [Mitochondria]  <=> (3Z,7Z,10Z)-hexadecatrienoyl-CoA [Mitochondria] + NADP+ [Mitochondria] ",-1000,1000,"Original human 1 reaction and default constraints."
MAR03458,"(3Z,7Z,10Z)-hexadecatrienoyl-CoA [Mitochondria]  -> trans,cis,cis-2,7,10-hexadecatrienoyl-CoA [Mitochondria] ",0,1000,"Original human 1 reaction and default constraints."
MAR03459,"arachidonyl-CoA [Peroxisome] + FAD [Peroxisome]  -> 2-trans-cis,cis,cis,cis-4,8,11,14-eicosapentaenoyl-CoA [Peroxisome] + FADH2 [Peroxisome] ",0,1000,"Original human 1 reaction and default constraints."
MAR03460,"2-trans-cis,cis,cis,cis-4,8,11,14-eicosapentaenoyl-CoA [Peroxisome]  -> trans-3-cis-5,8,11,14-eicosapentaenoyl-CoA [Peroxisome] ",0,1000,"Original human 1 reaction and default constraints."
MAR03461,"2-trans-cis,cis,cis,cis-4,8,11,14-eicosapentaenoyl-CoA [Peroxisome] + H+ [Peroxisome] + NADPH [Peroxisome]  -> NADP+ [Peroxisome] + trans-3-cis-8,11,14-eicosatetraenoyl-CoA [Peroxisome] ",0,1000,"Original human 1 reaction and default constraints."
MAR03462,"trans-3-cis-8,11,14-eicosatetraenoyl-CoA [Peroxisome]  -> trans-2-cis,cis,cis-8,11,14-eicosatetraenoyl-CoA [Peroxisome] ",0,1000,"Original human 1 reaction and default constraints."
MAR03463,"H2O [Peroxisome] + trans-2-cis,cis,cis-8,11,14-eicosatetraenoyl-CoA [Peroxisome]  -> 3(S)-hydroxy-dihomo-gamma-linolenoyl-CoA [Peroxisome] ",0,1000,"Original human 1 reaction and default constraints."
MAR03464,"3(S)-hydroxy-dihomo-gamma-linolenoyl-CoA [Peroxisome] + NAD+ [Peroxisome]  -> 3-oxo-dihomo-gamma-linolenoyl-CoA [Peroxisome] + H+ [Peroxisome] + NADH [Peroxisome] ",0,1000,"Original human 1 reaction and default constraints."
MAR03466,"FAD [Peroxisome] + gamma-linolenoyl-CoA [Peroxisome]  -> (2E,6Z,9Z,12Z)-octadecatetraenoyl-CoA [Peroxisome] + FADH2 [Peroxisome] ",0,1000,"Original human 1 reaction and default constraints."
MAR03467,"(2E,6Z,9Z,12Z)-octadecatetraenoyl-CoA [Peroxisome] + H2O [Peroxisome]  -> 3(S)-hydroxy-(6Z,9Z,12Z)-octadecatrienoyl-CoA [Peroxisome] ",0,1000,"Original human 1 reaction and default constraints."
MAR03468,"3(S)-hydroxy-(6Z,9Z,12Z)-octadecatrienoyl-CoA [Peroxisome] + NAD+ [Peroxisome]  <=> 3-oxo-(6Z,9Z,12Z)-octadecatrienoyl-CoA [Peroxisome] + H+ [Peroxisome] + NADH [Peroxisome] ",-1000,1000,"Original human 1 reaction and default constraints."
MAR03469,"(4Z,7Z,10Z)-hexadecatrienoyl-CoA [Peroxisome] + acetyl-CoA [Peroxisome]  <=> 3-oxo-(6Z,9Z,12Z)-octadecatrienoyl-CoA [Peroxisome] + CoA [Peroxisome] ",-1000,1000,"Original human 1 reaction and default constraints."
MAR03470,"(4Z,7Z,10Z)-hexadecatrienoyl-CoA [Peroxisome] + FAD [Peroxisome]  -> (2E,4Z,7Z,10Z)-hexadecatetraenoyl-CoA [Peroxisome] + FADH2 [Peroxisome] ",0,1000,"Original human 1 reaction and default constraints."
MAR03471,"(2E,4Z,7Z,10Z)-hexadecatetraenoyl-CoA [Peroxisome] + H+ [Peroxisome] + NADPH [Peroxisome]  <=> (3Z,7Z,10Z)-hexadecatrienoyl-CoA [Peroxisome] + NADP+ [Peroxisome] ",-1000,1000,"Original human 1 reaction and default constraints."
MAR03472,"(3Z,7Z,10Z)-hexadecatrienoyl-CoA [Peroxisome]  -> trans,cis,cis-2,7,10-hexadecatrienoyl-CoA [Peroxisome] ",0,1000,"Original human 1 reaction and default constraints."
MAR00931,"arachidonate [Cytosol] + H+ [Cytosol] + NADPH [Cytosol] + O2 [Cytosol]  -> 7-HETE [Cytosol] + H2O [Cytosol] + NADP+ [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR00932,"arachidonate [Cytosol] + H+ [Cytosol] + NADPH [Cytosol] + O2 [Cytosol]  -> 8-HETE [Cytosol] + H2O [Cytosol] + NADP+ [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR00933,"arachidonate [Cytosol] + H+ [Cytosol] + NADPH [Cytosol] + O2 [Cytosol]  -> 9-HETE [Cytosol] + H2O [Cytosol] + NADP+ [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR00934,"arachidonate [Cytosol] + H+ [Cytosol] + NADPH [Cytosol] + O2 [Cytosol]  -> 10-HETE [Cytosol] + H2O [Cytosol] + NADP+ [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR00935,"arachidonate [Cytosol] + H+ [Cytosol] + NADPH [Cytosol] + O2 [Cytosol]  -> 11-HETE [Cytosol] + H2O [Cytosol] + NADP+ [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR00936,"arachidonate [Cytosol] + H+ [Cytosol] + NADPH [Cytosol] + O2 [Cytosol]  -> 13-HETE [Cytosol] + H2O [Cytosol] + NADP+ [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR00937,"arachidonate [Cytosol] + H+ [Cytosol] + NADPH [Cytosol] + O2 [Cytosol]  -> 16(R)-HETE [Cytosol] + H2O [Cytosol] + NADP+ [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR00938,"arachidonate [Cytosol] + H+ [Cytosol] + NADPH [Cytosol] + O2 [Cytosol]  -> 17-HETE [Cytosol] + H2O [Cytosol] + NADP+ [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR00939,"arachidonate [Cytosol] + H+ [Cytosol] + NADPH [Cytosol] + O2 [Cytosol]  -> 18-HETE [Cytosol] + H2O [Cytosol] + NADP+ [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR00940,"arachidonate [Cytosol] + H+ [Cytosol] + NADPH [Cytosol] + O2 [Cytosol]  -> 19(S)-HETE [Cytosol] + H2O [Cytosol] + NADP+ [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR00942,"arachidonate [Cytosol] + H+ [Cytosol] + NADPH [Cytosol] + O2 [Cytosol]  -> 5,6-EET [Cytosol] + H2O [Cytosol] + NADP+ [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR00943,"arachidonate [Cytosol] + FADH2 [Cytosol] + O2 [Cytosol]  -> 5,6-EET [Cytosol] + FAD [Cytosol] + H2O [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR00944,"arachidonate [Endoplasmic reticulum] + FADH2 [Endoplasmic reticulum] + O2 [Endoplasmic reticulum]  -> 5,6-EET [Endoplasmic reticulum] + FAD [Endoplasmic reticulum] + H2O [Endoplasmic reticulum] ",0,1000,"Original human 1 reaction and default constraints."
MAR00945,"5,6-EET [Cytosol] + H2O [Cytosol]  -> 5,6-DHET [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR00946,"arachidonate [Cytosol] + H+ [Cytosol] + NADPH [Cytosol] + O2 [Cytosol]  -> 8,9-EET [Cytosol] + H2O [Cytosol] + NADP+ [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR00947,"arachidonate [Cytosol] + FADH2 [Cytosol] + O2 [Cytosol]  -> 8,9-EET [Cytosol] + FAD [Cytosol] + H2O [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
MAR00948,"arachidonate [Endoplasmic reticulum] + FADH2 [Endoplasmic reticulum] + O2 [Endoplasmic reticulum]  -> 8,9-EET [Endoplasmic reticulum] + FAD [Endoplasmic reticulum] + H2O [Endoplasmic reticulum] ",0,1000,"Original human 1 reaction and default constraints."
MAR00949,"8,9-EET [Cytosol] + H2O [Cytosol]  -> 8,9-DHET [Cytosol] ",0,1000,"Original human 1 reaction and default constraints."
