"DEG_WBID","DEG_geneName","cluster_index","GEP_name"
"WBGene00010242","F58D5.2",64,"Germline #2 gene expression and nuclear proteins"
"WBGene00017284","sec-6",64,"Germline #2 gene expression and nuclear proteins"
"WBGene00021914","magu-1",64,"Germline #2 gene expression and nuclear proteins"
"WBGene00022579","ZC262.2",64,"Germline #2 gene expression and nuclear proteins"
"WBGene00016589","ltah-1.1",64,"Germline #2 gene expression and nuclear proteins"
"WBGene00016930","madf-6",64,"Germline #2 gene expression and nuclear proteins"
"WBGene00011739","T12G3.4",64,"Germline #2 gene expression and nuclear proteins"
"WBGene00021201","Y17G9B.4",64,"Germline #2 gene expression and nuclear proteins"
"WBGene00020345","T08B2.4",64,"Germline #2 gene expression and nuclear proteins"
"WBGene00044322","tag-280",64,"Germline #2 gene expression and nuclear proteins"
"WBGene00016966","aipr-1",64,"Germline #2 gene expression and nuclear proteins"
"WBGene00011201","nth-1",64,"Germline #2 gene expression and nuclear proteins"
"WBGene00016592","erl-1",64,"Germline #2 gene expression and nuclear proteins"
"WBGene00008665","ercc-1",64,"Germline #2 gene expression and nuclear proteins"
"WBGene00008934","F18C12.3",64,"Germline #2 gene expression and nuclear proteins"
"WBGene00011740","mrpl-51",43,NA
"WBGene00010230","rpac-19",43,NA
"WBGene00007106","B0035.3",43,NA
"WBGene00003076","lsm-1",43,NA
"WBGene00017830","rpb-8",43,NA
"WBGene00016446","C35D10.10",43,NA
"WBGene00009563","F39H2.3",43,NA
"WBGene00007144","B0334.4",43,NA
"WBGene00011017","R04F11.5",43,NA
"WBGene00003975","pen-2",43,NA
"WBGene00018071","F35H10.6",43,NA
"WBGene00017801","F26A1.1",43,NA
"WBGene00011309","R186.8",43,NA
"WBGene00043156","C27F2.9",43,NA
"WBGene00017799","F25G6.8",43,NA
"WBGene00020411","T10E9.1",43,NA
"WBGene00013725","ska-1",43,NA
"WBGene00018088","trpp-4",43,NA
"WBGene00010195","pot-2",43,NA
"WBGene00006573","tin-10",43,NA
"WBGene00017286","F09E5.8",43,NA
"WBGene00023067","rpl-41.1",43,NA
"WBGene00011239","pges-2",43,NA
"WBGene00010089","hpo-31",43,NA
"WBGene00018305","exos-8",43,NA
"WBGene00009289","exos-7",43,NA
"WBGene00016567","C41D11.9",43,NA
"WBGene00012807","Y43F4B.10",43,NA
"WBGene00013719","Y106G6H.6",43,NA
"WBGene00012074","T27A8.2",43,NA
"WBGene00011857","coa-4",43,NA
"WBGene00013150","pole-4",43,NA
"WBGene00018698","vha-18",43,NA
"WBGene00010616","K07A1.10",43,NA
"WBGene00011410","T04A8.8",43,NA
"WBGene00008722","F12F6.7",43,NA
"WBGene00017159","F01F1.2",43,NA
"WBGene00000270","bre-5",43,NA
"WBGene00008456","eral-1",43,NA
"WBGene00007278","lab-1",43,NA
"WBGene00015011","B0041.8",43,NA
"WBGene00306001","T16G12.13",43,NA
"WBGene00019630","emb-1",43,NA
"WBGene00009131","F25H8.1",43,NA
"WBGene00022704","ZK353.9",43,NA
"WBGene00003022","lin-37",43,NA
"WBGene00022092","Y69A2AR.21",43,NA
"WBGene00007014","mdt-10",43,NA
"WBGene00009336","F32D8.14",43,NA
"WBGene00002256","lbp-4",43,NA
"WBGene00008569","fbxa-101",43,NA
"WBGene00044063","bpnt-1",43,NA
"WBGene00017887","F28B3.6",43,NA
"WBGene00015029","B0207.6",43,NA
"WBGene00008769","mrpl-13",43,NA
"WBGene00020783","blos-4",43,NA
"WBGene00000798","crn-5",43,NA
"WBGene00003829","nud-1",43,NA
"WBGene00009627","cup-15",43,NA
"WBGene00023487","mrps-24",43,NA
"WBGene00012658","Y39A1A.21",43,NA
"WBGene00009745","cox-19",43,NA
"WBGene00018827","pst-2",43,NA
"WBGene00185067","Y54G11A.17",43,NA
"WBGene00043279","F22D6.8",43,NA
"WBGene00016623","psmd-9",43,NA
"WBGene00004320","rbx-1",43,NA
"WBGene00011914","pigu-1",43,NA
"WBGene00007018","mdt-18",43,NA
"WBGene00004387","rnp-4",43,NA
"WBGene00022456","pfkb-1.1",43,NA
"WBGene00015842","C16C8.4",43,NA
"WBGene00009207","F28C6.8",43,NA
"WBGene00017289","F09E5.11",43,NA
"WBGene00011641","T09A5.15",50,NA
"WBGene00014163","rnh-1.2",50,NA
"WBGene00010783","mrpl-36",50,NA
"WBGene00008288","C54C6.6",50,NA
"WBGene00009266","F30A10.9",50,NA
"WBGene00010229","F58A4.6",50,NA
"WBGene00004931","sod-2",50,NA
"WBGene00021867","Y54F10BM.13",50,NA
"WBGene00018893","wdr-12",50,NA
"WBGene00010767","blos-9",50,NA
"WBGene00011634","T09A5.5",50,NA
"WBGene00007194","B0491.7",50,NA
"WBGene00023419","F53F4.16",50,NA
"WBGene00022273","Y73E7A.6",50,NA
"WBGene00004385","rnp-2",50,NA
"WBGene00020499","mrps-18.C",50,NA
"WBGene00008131","C47B2.2",50,NA
"WBGene00014083","ZK795.3",50,NA
"WBGene00011033","tmem-208",50,NA
"WBGene00012361","mrpl-12",50,NA
"WBGene00045483","oxy-5",50,NA
"WBGene00015579","C07H6.2",50,NA
"WBGene00014224","mrps-23",50,NA
"WBGene00008195","ceh-88",50,NA
"WBGene00018835","F54F2.7",50,NA
"WBGene00016844","sucg-1",50,NA
"WBGene00013958","nol-16",50,NA
"WBGene00185048","urm-1",50,NA
"WBGene00013610","fbxa-206",50,NA
"WBGene00195070","C16C8.20",50,NA
"WBGene00000145","apc-11",50,NA
"WBGene00044746","C53H9.3",50,NA
"WBGene00013323","Y57G11C.33",50,NA
"WBGene00017916","F29A7.6",50,NA
"WBGene00019905","R05G9.3",50,NA
"WBGene00014019","ZK632.12",50,NA
"WBGene00010193","btb-20",50,NA
"WBGene00020389","T10B5.3",50,NA
"WBGene00010000","F53F8.3",50,NA
"WBGene00011035","snrp-27",50,NA
"WBGene00004381","rnf-5",50,NA
"WBGene00020193","T03F1.12",50,NA
"WBGene00000392","cdd-2",50,NA
"WBGene00007628","C16C10.8",50,NA
"WBGene00016411","C34E10.10",50,NA
"WBGene00015021","nfs-1",50,NA
"WBGene00011513","fbxa-197",50,NA
"WBGene00012739","Y40B1B.7",50,NA
"WBGene00021866","Y54F10BM.12",50,NA
"WBGene00271706","D2089.8",50,NA
"WBGene00012976","sup-35",50,NA
"WBGene00017219","F07F6.7",50,NA
"WBGene00019538","K08D12.4",50,NA
"WBGene00013237","Y56A3A.19",50,NA
"WBGene00269427","D1065.7",50,NA
"WBGene00012692","Y39B6A.33",50,NA
"WBGene00016621","arch-1",50,NA
"WBGene00007021","immp-1",50,NA
"WBGene00013211","Y54G9A.9",50,NA
"WBGene00010293","fbxa-108",50,NA
"WBGene00044213","Y102A5C.36",50,NA
"WBGene00004016","phf-5",50,NA
"WBGene00008196","C49C3.6",50,NA
"WBGene00019402","syf-2",50,NA
"WBGene00006377","syp-3",50,NA
"WBGene00022803","ZK688.9",50,NA
"WBGene00009013","mrps-33",50,NA
"WBGene00010879","taap-1",50,NA
"WBGene00013324","mrps-7",50,NA
"WBGene00017770","F25B4.7",50,NA
"WBGene00008455","E02H1.1",50,NA
"WBGene00012565","fbxa-210",99,NA
"WBGene00016271","irld-23",99,NA
"WBGene00219800","C05D9.12",99,NA
"WBGene00010699","trpp-6",99,NA
"WBGene00016486","fbxa-170",99,NA
"WBGene00007022","mdt-22",99,NA
"WBGene00009069","F23A7.4",99,NA
"WBGene00304812","ZK380.6",99,NA
"WBGene00304815","Y40A1A.6",99,NA
"WBGene00044638","F23A7.8",99,NA
"WBGene00219912","F22H10.10",99,NA
"WBGene00219609","linc-7",99,NA
"WBGene00219886","F09E10.15",99,NA
"WBGene00219816","C14E2.12",99,NA
"WBGene00015190","B0432.9",99,NA
"WBGene00006515","txdc-9",99,NA
"WBGene00003081","lsm-7",99,NA
"WBGene00008398","D2005.3",99,NA
"WBGene00011319","T01C3.2",99,NA
"WBGene00016590","C42C1.12",99,NA
"WBGene00006726","ubl-5",99,NA
"WBGene00010569","scbp-2",99,NA
"WBGene00013984","ZK512.4",99,NA
"WBGene00013553","Y75B8A.18",99,NA
"WBGene00007015","mdt-11",99,NA
"WBGene00268212","D1065.6",99,NA
"WBGene00010185","F57A10.4",99,NA
"WBGene00302988","F26D11.20",99,NA
"WBGene00219849","C36C9.10",99,NA
"WBGene00017818","F26D11.1",99,NA
"WBGene00011759","mrps-18B",99,NA
"WBGene00012295","nmat-1",99,NA
"WBGene00268208","W08F4.21",99,NA
"WBGene00023429","W08G11.6",99,NA
"WBGene00009219","dpm-3",99,NA
"WBGene00018391","rpb-4",99,NA
"WBGene00009673","F43G9.13",99,NA
"WBGene00017832","kbp-2",99,NA
"WBGene00009588","F40F11.3",99,NA
"WBGene00271830","W09G10.9",99,NA
"WBGene00019142","btb-4",99,NA
"WBGene00219876","F01G12.19",99,NA
"WBGene00021345","Y37B11A.3",99,NA
"WBGene00013213","Y54G11A.2",110,NA
"WBGene00018950","F56C9.6",110,NA
"WBGene00018949","acbp-4",110,NA
"WBGene00014242","sdz-36",110,NA
"WBGene00000994","ints-6",110,NA
"WBGene00021276","Y23H5B.5",110,NA
"WBGene00003136","mau-2",110,NA
"WBGene00011043","rbm-28",110,NA
"WBGene00002804","let-630",110,NA
"WBGene00001600","glh-3",110,NA
"WBGene00020171","T02H6.1",110,NA
"WBGene00174886","21ur-13808",110,NA
"WBGene00019219","H20J04.4",110,NA
"WBGene00021754","hpo-29",110,NA
"WBGene00017435","F13H8.2",110,NA
"WBGene00012696","reps-1",110,NA
"WBGene00010369","chd-1",110,NA
"WBGene00219218","Y73B6BL.288",110,NA
"WBGene00011131","R07H5.11",110,NA
"WBGene00007892","C33B4.4",110,NA
"WBGene00019721","M01H9.5",110,NA
"WBGene00020169","mmaa-1",110,NA
"WBGene00002335","let-60",110,NA
"WBGene00021935","mrpl-46",110,NA
"WBGene00001942","his-68",110,NA
"WBGene00001941","his-67",110,NA
"WBGene00001940","his-66",110,NA
"WBGene00001933","his-59",110,NA
"WBGene00001934","his-60",110,NA
"WBGene00001365","exc-4",110,NA
"WBGene00001932","his-58",110,NA
"WBGene00001935","his-61",110,NA
"WBGene00021061","W06E11.1",110,NA
"WBGene00001936","his-62",110,NA
"WBGene00012931","Y47D3A.20",110,NA
"WBGene00018433","ceh-82",110,NA
"WBGene00000854","cux-7",110,NA
"WBGene00001922","his-48",110,NA
"WBGene00013247","Y57A10A.2",110,NA
"WBGene00006391","taf-9",107,NA
"WBGene00021829","mrpl-17",107,NA
"WBGene00019246","rpb-5",107,NA
"WBGene00017549","pid-1",107,NA
"WBGene00020447","mob-3",107,NA
"WBGene00255714","B0511.19",107,NA
"WBGene00016794","C49H3.9",107,NA
"WBGene00013265","parn-2",107,NA
"WBGene00019380","K04C2.2",107,NA
"WBGene00013768","sld-5",107,NA
"WBGene00023418","R06F6.12",107,NA
"WBGene00007564","mrps-22",107,NA
"WBGene00019698","riok-1",107,NA
"WBGene00007135","cdk-12",107,NA
"WBGene00006931","vps-26",107,NA
"WBGene00015941","C18A3.3",107,NA
"WBGene00012927","Y47D3A.14",107,NA
"WBGene00004886","smi-1",107,NA
"WBGene00009994","F53F4.12",107,NA
"WBGene00009287","psf-2",107,NA
"WBGene00021026","W04C9.4",107,NA
"WBGene00002047","icp-1",107,NA
"WBGene00012095","pssy-2",107,NA
"WBGene00016792","C49H3.6",107,NA
"WBGene00021423","tftc-1",107,NA
"WBGene00006489","zhit-3",107,NA
"WBGene00021920","mrps-25",107,NA
"WBGene00000940","dcs-1",107,NA
"WBGene00002003","hse-5",107,NA
"WBGene00018270","eas-1",107,NA
"WBGene00009176","nmat-2",107,NA
"WBGene00013240","Y56A3A.28",107,NA
"WBGene00003134","mat-3",107,NA
"WBGene00003790","npp-4",107,NA
"WBGene00000386","cdc-25.1",107,NA
"WBGene00012830","mrps-28",107,NA
"WBGene00001161","efl-1",107,NA
"WBGene00012997","Y48C3A.18",107,NA
"WBGene00018046","coa-3",107,NA
"WBGene00012483","coa-5",107,NA
"WBGene00010428","dcn-1",145,NA
"WBGene00018045","F35D11.4",145,NA
"WBGene00021063","sbds-1",145,NA
"WBGene00013436","Y66D12A.10",145,NA
"WBGene00001906","his-32",145,NA
"WBGene00016803","bath-42",145,NA
"WBGene00016741","C48B6.3",145,NA
"WBGene00009993","F53F4.11",145,NA
"WBGene00021884","Y54G2A.19",145,NA
"WBGene00013687","exoc-8",145,NA
"WBGene00012552","enu-3.5",145,NA
"WBGene00008452","mrps-5",145,NA
"WBGene00010362","enu-3.1",145,NA
"WBGene00013434","Y66D12A.8",145,NA
"WBGene00002191","kin-3",145,NA
"WBGene00021563","Y45G12B.2",145,NA
"WBGene00000200","arx-2",145,NA
"WBGene00021402","Y38C1AA.12",145,NA
"WBGene00010477","enu-3.6",145,NA
"WBGene00001230","eif-3.G",145,NA
"WBGene00022055","Y67D2.5",145,NA
"WBGene00001985","hop-1",145,NA
"WBGene00008236","C50F4.12",145,NA
"WBGene00009224","F28F8.7",145,NA
"WBGene00002278","lep-2",145,NA
"WBGene00021887","fbxc-45",147,"Germline ribosome biogenesis and tRNA modification"
"WBGene00019140","bath-3",147,"Germline ribosome biogenesis and tRNA modification"
"WBGene00138717","F52C12.6",147,"Germline ribosome biogenesis and tRNA modification"
"WBGene00008995","prde-1",147,"Germline ribosome biogenesis and tRNA modification"
"WBGene00004437","rpl-24.2",147,"Germline ribosome biogenesis and tRNA modification"
"WBGene00001401","fbf-1",147,"Germline ribosome biogenesis and tRNA modification"
"WBGene00012693","Y39B6A.34",147,"Germline ribosome biogenesis and tRNA modification"
"WBGene00018665","bath-4",147,"Germline ribosome biogenesis and tRNA modification"
"WBGene00013447","nars-2",147,"Germline ribosome biogenesis and tRNA modification"
"WBGene00015811","C16A3.6",147,"Germline ribosome biogenesis and tRNA modification"
"WBGene00021074","W07E6.2",147,"Germline ribosome biogenesis and tRNA modification"
"WBGene00001215","ego-2",147,"Germline ribosome biogenesis and tRNA modification"
"WBGene00022269","aatf-1",147,"Germline ribosome biogenesis and tRNA modification"
"WBGene00017210","F07E5.5",147,"Germline ribosome biogenesis and tRNA modification"
"WBGene00006430","tag-51",147,"Germline ribosome biogenesis and tRNA modification"
"WBGene00012192","W02A11.1",147,"Germline ribosome biogenesis and tRNA modification"
"WBGene00015250","B0546.3",147,"Germline ribosome biogenesis and tRNA modification"
"WBGene00003119","mac-1",147,"Germline ribosome biogenesis and tRNA modification"
"WBGene00021704","Y48G9A.11",147,"Germline ribosome biogenesis and tRNA modification"
"WBGene00021925","immp-2",147,"Germline ribosome biogenesis and tRNA modification"
"WBGene00021843","Y54E10BR.4",147,"Germline ribosome biogenesis and tRNA modification"
"WBGene00007555","dohh-1",147,"Germline ribosome biogenesis and tRNA modification"
"WBGene00013144","pno-1",147,"Germline ribosome biogenesis and tRNA modification"
"WBGene00012576","Y37H9A.1",147,"Germline ribosome biogenesis and tRNA modification"
"WBGene00016811","luc-7L3",153,NA
"WBGene00022153","Y71G12B.13",153,NA
"WBGene00012904","tiar-2",153,NA
"WBGene00021753","Y50D7A.3",153,NA
"WBGene00010961","nduo-2",153,NA
"WBGene00022448","pinn-1",153,NA
"WBGene00013268","tric-1B.2",153,NA
"WBGene00022750","tres-1",153,NA
"WBGene00021813","Y53G8AR.6",153,NA
"WBGene00007640","pcmd-1",153,NA
"WBGene00000987","dhs-24",153,NA
"WBGene00001154","ech-5",153,NA
"WBGene00021714","cyh-1",153,NA
"WBGene00012702","ztf-20",153,NA
"WBGene00011045","gpx-2",153,NA
"WBGene00022817","upp-1",141,NA
"WBGene00001092","dro-1",141,NA
"WBGene00022791","ZK686.1",141,NA
"WBGene00003078","lsm-4",141,NA
"WBGene00015150","B0336.13",141,NA
"WBGene00008169","C48B4.6",141,NA
"WBGene00017767","F25B4.4",141,NA
"WBGene00007223","C01F6.9",141,NA
"WBGene00009880","F49C12.11",141,NA
"WBGene00018337","F42A9.8",141,NA
"WBGene00010081","F55A11.8",141,NA
"WBGene00011976","chmp-7",141,NA
"WBGene00001151","ech-2",141,NA
"WBGene00001405","fce-1",141,NA
"WBGene00011872","blos-1",141,NA
"WBGene00007436","C08B11.9",141,NA
"WBGene00000886","cyn-10",141,NA
"WBGene00020823","T26A5.8",141,NA
"WBGene00003836","nxt-1",141,NA
"WBGene00011743","T13F2.2",141,NA
"WBGene00008561","F07H5.10",141,NA
"WBGene00008458","E02H1.6",141,NA
"WBGene00003928","pas-7",141,NA
"WBGene00007627","ccdc-55",141,NA
"WBGene00012029","T25G3.1",141,NA
"WBGene00016808","C50D2.5",141,NA
"WBGene00008417","D2030.7",52,NA
"WBGene00010061","F54E12.2",52,NA
"WBGene00001226","eif-3.C",52,NA
"WBGene00219803","C06A1.12",52,NA
"WBGene00000102","akt-1",52,NA
"WBGene00015815","C16A11.2",52,NA
"WBGene00010260","ddx-17",52,NA
"WBGene00001511","fzy-1",52,NA
"WBGene00010582","K05C4.5",52,NA
"WBGene00013260","rsr-2",52,NA
"WBGene00008418","D2030.8",52,NA
"WBGene00000796","crn-3",52,NA
"WBGene00016601","acin-1",52,NA
"WBGene00006415","tag-30",52,NA
"WBGene00008877","rtcb-1",52,NA
"WBGene00004975","spe-39",52,NA
"WBGene00012845","set-24",52,NA
"WBGene00010280","rde-12",52,NA
"WBGene00014112","ZK856.11",52,NA
"WBGene00017313","cpsf-2",52,NA
"WBGene00007757","C27A7.6",52,NA
"WBGene00017144","brap-2",52,NA
"WBGene00022534","syx-16",52,NA
"WBGene00015642","C09E7.8",52,NA
"WBGene00011253","R11H6.5",52,NA
"WBGene00007171","B0393.6",52,NA
"WBGene00013096","mcd-1",52,NA
"WBGene00008528","F02E9.1",52,NA
"WBGene00011985","T24D1.2",52,NA
"WBGene00022363","Y92H12BL.1",52,NA
"WBGene00007312","C04H5.1",52,NA
"WBGene00009711","F44G4.1",52,NA
"WBGene00016178","mesp-1",52,NA
"WBGene00003214","mel-32",52,NA
"WBGene00008411","mans-1",52,NA
"WBGene00015975","cas-2",52,NA
"WBGene00007088","B0001.3",52,NA
"WBGene00010702","usp-33",52,NA
"WBGene00016980","C56G2.5",52,NA
"WBGene00000417","ced-3",52,NA
"WBGene00017556","F18A12.7",52,NA
"WBGene00001236","elc-1",52,NA
"WBGene00012435","flh-1",52,NA
"WBGene00001060","dpf-7",52,NA
"WBGene00016566","eri-7",52,NA
"WBGene00011589","T07F10.3",52,NA
"WBGene00016113","eif-2D",52,NA
"WBGene00000264","brc-1",52,NA
"WBGene00017811","nonu-1",52,NA
"WBGene00007105","znf-207",52,NA
"WBGene00001574","gei-17",52,NA
"WBGene00000148","aph-2",52,NA
"WBGene00011858","T20D3.5",52,NA
"WBGene00011036","edc-3",52,NA
"WBGene00006352","sur-6",52,NA
"WBGene00016124","dnc-4",52,NA
"WBGene00004341","rfl-1",52,NA
"WBGene00012718","dhhc-8",52,NA
"WBGene00007029","mys-1",52,NA
"WBGene00020779","T24G10.2",52,NA
"WBGene00006700","uba-2",52,NA
"WBGene00003961","pct-1",52,NA
"WBGene00219725","linc-63",52,NA
"WBGene00010629","sluh-7",52,NA
"WBGene00008781","rpoa-2",52,NA
"WBGene00022388","Y95B8A.8",52,NA
"WBGene00021595","Y46E12BL.2",52,NA
"WBGene00012002","T24H10.4",52,NA
"WBGene00004464","rpn-8",52,NA
"WBGene00017084","E01A2.1",126,NA
"WBGene00016387","kbp-5",126,NA
"WBGene00022599","daf-41",126,NA
"WBGene00219306","linc-4",126,NA
"WBGene00020647","pqbp-1.1",126,NA
"WBGene00020716","phf-30",126,NA
"WBGene00284852","M04F3.7",126,NA
"WBGene00016823","C50E3.12",126,NA
"WBGene00249815","F20D12.12",126,NA
"WBGene00021795","Y52E8A.2",126,NA
"WBGene00008670","eif-2Bdelta",126,NA
"WBGene00001229","eif-3.F",126,NA
"WBGene00007235","ahsa-1",126,NA
"WBGene00010624","mrps-15",126,NA
"WBGene00012714","abce-1",126,NA
"WBGene00015235","cdc-26",126,NA
"WBGene00019220","pfd-2",126,NA
"WBGene00009784","F46C5.9",126,NA
"WBGene00022881","ZK1248.11",126,NA
"WBGene00007918","sphk-1",126,NA
"WBGene00000843","cup-2",126,NA
"WBGene00007515","C10C6.7",126,NA
"WBGene00021686","nsun-2",126,NA
"WBGene00009951","F53A2.3",126,NA
"WBGene00016192","bcl-7",126,NA
"WBGene00016790","C49H3.3",126,NA
"WBGene00011892","erh-1",126,NA
"WBGene00000500","chn-1",126,NA
"WBGene00010637","K07F5.12",126,NA
"WBGene00011827","T19A6.1",126,NA
"WBGene00005077","src-1",126,NA
"WBGene00044305","rad-8",126,NA
"WBGene00016244","C30B5.2",126,NA
"WBGene00007277","asfl-1",53,"Germline splicing and nuclear proteins"
"WBGene00009372","evl-18",53,"Germline splicing and nuclear proteins"
"WBGene00010909","cisd-3.1",53,"Germline splicing and nuclear proteins"
"WBGene00003912","pal-1",53,"Germline splicing and nuclear proteins"
"WBGene00018409","F44B9.8",53,"Germline splicing and nuclear proteins"
"WBGene00044001","C09G4.4",53,"Germline splicing and nuclear proteins"
"WBGene00007971","rpb-3",53,"Germline splicing and nuclear proteins"
"WBGene00011275","psf-1",53,"Germline splicing and nuclear proteins"
"WBGene00013241","ung-1",53,"Germline splicing and nuclear proteins"
"WBGene00004297","rad-51",53,"Germline splicing and nuclear proteins"
"WBGene00018806","F54D10.5",53,"Germline splicing and nuclear proteins"
"WBGene00018830","ska-3",53,"Germline splicing and nuclear proteins"
"WBGene00010905","mrps-34",53,"Germline splicing and nuclear proteins"
"WBGene00009987","tbcb-1",53,"Germline splicing and nuclear proteins"
"WBGene00021347","rpb-10",53,"Germline splicing and nuclear proteins"
"WBGene00001743","grp-1",53,"Germline splicing and nuclear proteins"
"WBGene00020480","ssup-72",53,"Germline splicing and nuclear proteins"
"WBGene00043051","C29E4.13",53,"Germline splicing and nuclear proteins"
"WBGene00011068","set-14",53,"Germline splicing and nuclear proteins"
"WBGene00008380","prp-38",53,"Germline splicing and nuclear proteins"
"WBGene00005021","sqv-3",53,"Germline splicing and nuclear proteins"
"WBGene00195045","W05F2.8",53,"Germline splicing and nuclear proteins"
"WBGene00006793","unc-59",53,"Germline splicing and nuclear proteins"
"WBGene00012496","Y24F12A.1",53,"Germline splicing and nuclear proteins"
"WBGene00000405","cdk-1",53,"Germline splicing and nuclear proteins"
"WBGene00000474","cey-3",53,"Germline splicing and nuclear proteins"
"WBGene00011320","T01C3.3",53,"Germline splicing and nuclear proteins"
"WBGene00022694","gcna-1",53,"Germline splicing and nuclear proteins"
"WBGene00001808","gut-2",53,"Germline splicing and nuclear proteins"
"WBGene00011886","T21B10.4",53,"Germline splicing and nuclear proteins"
"WBGene00000122","aly-3",53,"Germline splicing and nuclear proteins"
"WBGene00015938","anat-1",53,"Germline splicing and nuclear proteins"
"WBGene00016381","sgo-1",53,"Germline splicing and nuclear proteins"
"WBGene00006724","ubh-4",53,"Germline splicing and nuclear proteins"
"WBGene00017620","tofu-2",53,"Germline splicing and nuclear proteins"
"WBGene00017098","mek-5",53,"Germline splicing and nuclear proteins"
"WBGene00015095","B0261.7",53,"Germline splicing and nuclear proteins"
"WBGene00009330","F32D8.5",53,"Germline splicing and nuclear proteins"
"WBGene00000265","brd-1",53,"Germline splicing and nuclear proteins"
"WBGene00003082","lsm-8",53,"Germline splicing and nuclear proteins"
"WBGene00015461","krr-1",53,"Germline splicing and nuclear proteins"
"WBGene00003037","lin-54",53,"Germline splicing and nuclear proteins"
"WBGene00020112","pfd-5",53,"Germline splicing and nuclear proteins"
"WBGene00015538","sams-3",53,"Germline splicing and nuclear proteins"
"WBGene00010542","K03H1.7",53,"Germline splicing and nuclear proteins"
"WBGene00016182","C28C12.12",53,"Germline splicing and nuclear proteins"
"WBGene00004808","skr-2",53,"Germline splicing and nuclear proteins"
"WBGene00007797","C29A12.1",53,"Germline splicing and nuclear proteins"
"WBGene00000887","cyn-11",53,"Germline splicing and nuclear proteins"
"WBGene00010354","cyp-31A2",53,"Germline splicing and nuclear proteins"
"WBGene00004914","snr-1",53,"Germline splicing and nuclear proteins"
"WBGene00172145","21ur-12830",53,"Germline splicing and nuclear proteins"
"WBGene00003161","mdf-2",53,"Germline splicing and nuclear proteins"
"WBGene00016171","C27F2.10",53,"Germline splicing and nuclear proteins"
"WBGene00004887","smn-1",53,"Germline splicing and nuclear proteins"
"WBGene00017044","mrpl-18",53,"Germline splicing and nuclear proteins"
"WBGene00009159","F26E4.4",53,"Germline splicing and nuclear proteins"
"WBGene00016142","mrps-18C",53,"Germline splicing and nuclear proteins"
"WBGene00004465","rpn-9",53,"Germline splicing and nuclear proteins"
"WBGene00013611","Y102A5C.2",53,"Germline splicing and nuclear proteins"
"WBGene00011247","mrpl-49",53,"Germline splicing and nuclear proteins"
"WBGene00003922","pas-1",53,"Germline splicing and nuclear proteins"
"WBGene00019396","K04F10.3",53,"Germline splicing and nuclear proteins"
"WBGene00044204","suds-3",53,"Germline splicing and nuclear proteins"
"WBGene00008034","prcc-1",53,"Germline splicing and nuclear proteins"
"WBGene00007013","mdt-8",53,"Germline splicing and nuclear proteins"
"WBGene00020399","ztf-4",53,"Germline splicing and nuclear proteins"
"WBGene00017990","cec-4",53,"Germline splicing and nuclear proteins"
"WBGene00013632","Y105C5A.1",111,"Germline gene expression regulation"
"WBGene00020830","T26C11.4",111,"Germline gene expression regulation"
"WBGene00009469","F36D3.1",111,"Germline gene expression regulation"
"WBGene00017143","EEED8.15",111,"Germline gene expression regulation"
"WBGene00001072","dpy-10",111,"Germline gene expression regulation"
"WBGene00020508","T14F9.2",111,"Germline gene expression regulation"
"WBGene00009977","swan-1",111,"Germline gene expression regulation"
"WBGene00010568","K04G2.10",111,"Germline gene expression regulation"
"WBGene00017046","utx-1",111,"Germline gene expression regulation"
"WBGene00219313","C17E4.20",111,"Germline gene expression regulation"
"WBGene00015171","vang-1",111,"Germline gene expression regulation"
"WBGene00008904","F17A2.13",111,"Germline gene expression regulation"
"WBGene00016725","C46H3.2",111,"Germline gene expression regulation"
"WBGene00010199","bet-2",111,"Germline gene expression regulation"
"WBGene00009930","F52D10.2",111,"Germline gene expression regulation"
"WBGene00008838","F15A4.2",111,"Germline gene expression regulation"
"WBGene00001193","egl-26",111,"Germline gene expression regulation"
"WBGene00000461","ceh-40",111,"Germline gene expression regulation"
"WBGene00018740","tra-4",111,"Germline gene expression regulation"
"WBGene00004771","sem-2",111,"Germline gene expression regulation"
"WBGene00002117","ins-34",111,"Germline gene expression regulation"
"WBGene00008157","C47F8.1",111,"Germline gene expression regulation"
"WBGene00010836","M03B6.4",111,"Germline gene expression regulation"
"WBGene00013917","cdk-11.2",111,"Germline gene expression regulation"
"WBGene00006393","taf-11.1",111,"Germline gene expression regulation"
"WBGene00023491","tsp-21",111,"Germline gene expression regulation"
"WBGene00001583","gfi-3",111,"Germline gene expression regulation"
"WBGene00007850","C31G12.1",111,"Germline gene expression regulation"
"WBGene00001436","fkh-4",111,"Germline gene expression regulation"
"WBGene00013698","Y106G6D.1",111,"Germline gene expression regulation"
"WBGene00004827","skr-21",111,"Germline gene expression regulation"
"WBGene00003601","nhr-2",111,"Germline gene expression regulation"
"WBGene00016453","vet-2",111,"Germline gene expression regulation"
"WBGene00001435","fkh-3",111,"Germline gene expression regulation"
"WBGene00012240","W04A8.5",111,"Germline gene expression regulation"
"WBGene00009834","lsy-27",111,"Germline gene expression regulation"
"WBGene00001949","hlh-2",111,"Germline gene expression regulation"
"WBGene00001484","fox-1",111,"Germline gene expression regulation"
"WBGene00018438","btb-6",111,"Germline gene expression regulation"
"WBGene00016576","lido-9",58,NA
"WBGene00016864","C52A10.3",58,NA
"WBGene00018845","F54H12.5",58,NA
"WBGene00009280","F31B9.3",58,NA
